Estado,Registros,Ano,Mês,Região
Acre,215,2015,Abril,Todas
Alagoas,557,2015,Abril,Todas
Amapá,187,2015,Abril,Todas
Amazonas,152,2015,Abril,Todas
Bahia,2268,2015,Abril,Todas
Ceará,769,2015,Abril,Todas
Distrito Federal,1275,2015,Abril,Todas
Espírito Santo,1762,2015,Abril,Todas
Goiás,2160,2015,Abril,Todas
Maranhão,192,2015,Abril,Todas
Mato Grosso,1365,2015,Abril,Todas
Mato Grosso do Sul,623,2015,Abril,Todas
Minas Gerais,9466,2015,Abril,Todas
Paraná,5664,2015,Abril,Todas
Paraíba,1446,2015,Abril,Todas
Pará,273,2015,Abril,Todas
Pernambuco,4667,2015,Abril,Todas
Piauí,217,2015,Abril,Todas
Rio Grande do Norte,513,2015,Abril,Todas
Rio Grande do Sul,3525,2015,Abril,Todas
Rio de Janeiro,1883,2015,Abril,Todas
Rondônia,449,2015,Abril,Todas
Roraima,77,2015,Abril,Todas
Santa Catarina,2231,2015,Abril,Todas
Sergipe,915,2015,Abril,Todas
São Paulo,24450,2015,Abril,Todas
Tocantins,306,2015,Abril,Todas
Acre,212,2015,Agosto,Todas
Alagoas,453,2015,Agosto,Todas
Amapá,179,2015,Agosto,Todas
Amazonas,146,2015,Agosto,Todas
Bahia,2172,2015,Agosto,Todas
Ceará,714,2015,Agosto,Todas
Distrito Federal,1158,2015,Agosto,Todas
Espírito Santo,1943,2015,Agosto,Todas
Goiás,1985,2015,Agosto,Todas
Maranhão,137,2015,Agosto,Todas
Mato Grosso,1273,2015,Agosto,Todas
Mato Grosso do Sul,680,2015,Agosto,Todas
Minas Gerais,10039,2015,Agosto,Todas
Paraná,6421,2015,Agosto,Todas
Paraíba,1546,2015,Agosto,Todas
Pará,315,2015,Agosto,Todas
Pernambuco,4474,2015,Agosto,Todas
Piauí,218,2015,Agosto,Todas
Rio Grande do Norte,287,2015,Agosto,Todas
Rio Grande do Sul,4066,2015,Agosto,Todas
Rio de Janeiro,1797,2015,Agosto,Todas
Rondônia,457,2015,Agosto,Todas
Roraima,80,2015,Agosto,Todas
Santa Catarina,2589,2015,Agosto,Todas
Sergipe,900,2015,Agosto,Todas
São Paulo,23291,2015,Agosto,Todas
Tocantins,269,2015,Agosto,Todas
Acre,150,2015,Dezembro,Todas
Alagoas,882,2015,Dezembro,Todas
Amapá,197,2015,Dezembro,Todas
Amazonas,487,2015,Dezembro,Todas
Bahia,2837,2015,Dezembro,Todas
Ceará,875,2015,Dezembro,Todas
Distrito Federal,958,2015,Dezembro,Todas
Espírito Santo,1796,2015,Dezembro,Todas
Goiás,1843,2015,Dezembro,Todas
Maranhão,213,2015,Dezembro,Todas
Mato Grosso,1337,2015,Dezembro,Todas
Mato Grosso do Sul,790,2015,Dezembro,Todas
Minas Gerais,10567,2015,Dezembro,Todas
Paraná,5785,2015,Dezembro,Todas
Paraíba,1568,2015,Dezembro,Todas
Pará,698,2015,Dezembro,Todas
Pernambuco,3290,2015,Dezembro,Todas
Piauí,238,2015,Dezembro,Todas
Rio Grande do Norte,491,2015,Dezembro,Todas
Rio Grande do Sul,3543,2015,Dezembro,Todas
Rio de Janeiro,3089,2015,Dezembro,Todas
Rondônia,573,2015,Dezembro,Todas
Roraima,58,2015,Dezembro,Todas
Santa Catarina,2233,2015,Dezembro,Todas
Sergipe,1031,2015,Dezembro,Todas
São Paulo,22998,2015,Dezembro,Todas
Tocantins,327,2015,Dezembro,Todas
Acre,209,2015,Fevereiro,Todas
Alagoas,394,2015,Fevereiro,Todas
Amapá,141,2015,Fevereiro,Todas
Amazonas,408,2015,Fevereiro,Todas
Bahia,2263,2015,Fevereiro,Todas
Ceará,546,2015,Fevereiro,Todas
Distrito Federal,1081,2015,Fevereiro,Todas
Espírito Santo,1802,2015,Fevereiro,Todas
Goiás,1698,2015,Fevereiro,Todas
Maranhão,174,2015,Fevereiro,Todas
Mato Grosso,1185,2015,Fevereiro,Todas
Mato Grosso do Sul,516,2015,Fevereiro,Todas
Minas Gerais,8015,2015,Fevereiro,Todas
Paraná,5085,2015,Fevereiro,Todas
Paraíba,1403,2015,Fevereiro,Todas
Pará,282,2015,Fevereiro,Todas
Pernambuco,4428,2015,Fevereiro,Todas
Piauí,144,2015,Fevereiro,Todas
Rio Grande do Norte,285,2015,Fevereiro,Todas
Rio Grande do Sul,3126,2015,Fevereiro,Todas
Rio de Janeiro,1845,2015,Fevereiro,Todas
Rondônia,430,2015,Fevereiro,Todas
Roraima,61,2015,Fevereiro,Todas
Santa Catarina,2152,2015,Fevereiro,Todas
Sergipe,811,2015,Fevereiro,Todas
São Paulo,20371,2015,Fevereiro,Todas
Tocantins,215,2015,Fevereiro,Todas
Acre,249,2015,Janeiro,Todas
Alagoas,870,2015,Janeiro,Todas
Amapá,195,2015,Janeiro,Todas
Amazonas,414,2015,Janeiro,Todas
Bahia,2754,2015,Janeiro,Todas
Ceará,529,2015,Janeiro,Todas
Distrito Federal,1278,2015,Janeiro,Todas
Espírito Santo,1989,2015,Janeiro,Todas
Goiás,2083,2015,Janeiro,Todas
Maranhão,198,2015,Janeiro,Todas
Mato Grosso,1300,2015,Janeiro,Todas
Mato Grosso do Sul,633,2015,Janeiro,Todas
Minas Gerais,9895,2015,Janeiro,Todas
Paraná,5827,2015,Janeiro,Todas
Paraíba,1490,2015,Janeiro,Todas
Pará,317,2015,Janeiro,Todas
Pernambuco,4974,2015,Janeiro,Todas
Piauí,219,2015,Janeiro,Todas
Rio Grande do Norte,353,2015,Janeiro,Todas
Rio Grande do Sul,4116,2015,Janeiro,Todas
Rio de Janeiro,2410,2015,Janeiro,Todas
Rondônia,537,2015,Janeiro,Todas
Roraima,89,2015,Janeiro,Todas
Santa Catarina,2595,2015,Janeiro,Todas
Sergipe,904,2015,Janeiro,Todas
São Paulo,26169,2015,Janeiro,Todas
Tocantins,283,2015,Janeiro,Todas
Acre,197,2015,Julho,Todas
Alagoas,783,2015,Julho,Todas
Amapá,205,2015,Julho,Todas
Amazonas,136,2015,Julho,Todas
Bahia,3108,2015,Julho,Todas
Ceará,665,2015,Julho,Todas
Distrito Federal,1199,2015,Julho,Todas
Espírito Santo,2067,2015,Julho,Todas
Goiás,1894,2015,Julho,Todas
Maranhão,163,2015,Julho,Todas
Mato Grosso,1452,2015,Julho,Todas
Mato Grosso do Sul,712,2015,Julho,Todas
Minas Gerais,11129,2015,Julho,Todas
Paraná,6912,2015,Julho,Todas
Paraíba,1715,2015,Julho,Todas
Pará,330,2015,Julho,Todas
Pernambuco,4721,2015,Julho,Todas
Piauí,221,2015,Julho,Todas
Rio Grande do Norte,303,2015,Julho,Todas
Rio Grande do Sul,5359,2015,Julho,Todas
Rio de Janeiro,1898,2015,Julho,Todas
Rondônia,426,2015,Julho,Todas
Roraima,70,2015,Julho,Todas
Santa Catarina,3012,2015,Julho,Todas
Sergipe,1031,2015,Julho,Todas
São Paulo,27137,2015,Julho,Todas
Tocantins,270,2015,Julho,Todas
Acre,219,2015,Junho,Todas
Alagoas,546,2015,Junho,Todas
Amapá,172,2015,Junho,Todas
Amazonas,138,2015,Junho,Todas
Bahia,2608,2015,Junho,Todas
Ceará,785,2015,Junho,Todas
Distrito Federal,1200,2015,Junho,Todas
Espírito Santo,1980,2015,Junho,Todas
Goiás,2104,2015,Junho,Todas
Maranhão,163,2015,Junho,Todas
Mato Grosso,1274,2015,Junho,Todas
Mato Grosso do Sul,635,2015,Junho,Todas
Minas Gerais,11022,2015,Junho,Todas
Paraná,6453,2015,Junho,Todas
Paraíba,1604,2015,Junho,Todas
Pará,233,2015,Junho,Todas
Pernambuco,4563,2015,Junho,Todas
Piauí,228,2015,Junho,Todas
Rio Grande do Norte,347,2015,Junho,Todas
Rio Grande do Sul,3991,2015,Junho,Todas
Rio de Janeiro,2158,2015,Junho,Todas
Rondônia,517,2015,Junho,Todas
Roraima,92,2015,Junho,Todas
Santa Catarina,2803,2015,Junho,Todas
Sergipe,991,2015,Junho,Todas
São Paulo,26015,2015,Junho,Todas
Tocantins,327,2015,Junho,Todas
Acre,244,2015,Maio,Todas
Alagoas,466,2015,Maio,Todas
Amapá,179,2015,Maio,Todas
Amazonas,466,2015,Maio,Todas
Bahia,2398,2015,Maio,Todas
Ceará,843,2015,Maio,Todas
Distrito Federal,1311,2015,Maio,Todas
Espírito Santo,1850,2015,Maio,Todas
Goiás,2223,2015,Maio,Todas
Maranhão,173,2015,Maio,Todas
Mato Grosso,1396,2015,Maio,Todas
Mato Grosso do Sul,669,2015,Maio,Todas
Minas Gerais,9968,2015,Maio,Todas
Paraná,5881,2015,Maio,Todas
Paraíba,1698,2015,Maio,Todas
Pará,238,2015,Maio,Todas
Pernambuco,4595,2015,Maio,Todas
Piauí,227,2015,Maio,Todas
Rio Grande do Norte,372,2015,Maio,Todas
Rio Grande do Sul,3480,2015,Maio,Todas
Rio de Janeiro,2526,2015,Maio,Todas
Rondônia,553,2015,Maio,Todas
Roraima,72,2015,Maio,Todas
Santa Catarina,2466,2015,Maio,Todas
Sergipe,897,2015,Maio,Todas
São Paulo,24933,2015,Maio,Todas
Tocantins,277,2015,Maio,Todas
Acre,253,2015,Março,Todas
Alagoas,472,2015,Março,Todas
Amapá,134,2015,Março,Todas
Amazonas,165,2015,Março,Todas
Bahia,2626,2015,Março,Todas
Ceará,699,2015,Março,Todas
Distrito Federal,1252,2015,Março,Todas
Espírito Santo,1938,2015,Março,Todas
Goiás,1952,2015,Março,Todas
Maranhão,186,2015,Março,Todas
Mato Grosso,1229,2015,Março,Todas
Mato Grosso do Sul,580,2015,Março,Todas
Minas Gerais,9454,2015,Março,Todas
Paraná,5706,2015,Março,Todas
Paraíba,1305,2015,Março,Todas
Pará,333,2015,Março,Todas
Pernambuco,4740,2015,Março,Todas
Piauí,165,2015,Março,Todas
Rio Grande do Norte,534,2015,Março,Todas
Rio Grande do Sul,3803,2015,Março,Todas
Rio de Janeiro,1887,2015,Março,Todas
Rondônia,434,2015,Março,Todas
Roraima,67,2015,Março,Todas
Santa Catarina,2382,2015,Março,Todas
Sergipe,955,2015,Março,Todas
São Paulo,23325,2015,Março,Todas
Tocantins,305,2015,Março,Todas
Acre,156,2015,Novembro,Todas
Alagoas,852,2015,Novembro,Todas
Amapá,167,2015,Novembro,Todas
Amazonas,115,2015,Novembro,Todas
Bahia,3044,2015,Novembro,Todas
Ceará,681,2015,Novembro,Todas
Distrito Federal,913,2015,Novembro,Todas
Espírito Santo,1792,2015,Novembro,Todas
Goiás,1895,2015,Novembro,Todas
Maranhão,182,2015,Novembro,Todas
Mato Grosso,1310,2015,Novembro,Todas
Mato Grosso do Sul,712,2015,Novembro,Todas
Minas Gerais,9566,2015,Novembro,Todas
Paraná,5543,2015,Novembro,Todas
Paraíba,1567,2015,Novembro,Todas
Pará,312,2015,Novembro,Todas
Pernambuco,2923,2015,Novembro,Todas
Piauí,342,2015,Novembro,Todas
Rio Grande do Norte,288,2015,Novembro,Todas
Rio Grande do Sul,3238,2015,Novembro,Todas
Rio de Janeiro,2401,2015,Novembro,Todas
Rondônia,452,2015,Novembro,Todas
Roraima,75,2015,Novembro,Todas
Santa Catarina,2543,2015,Novembro,Todas
Sergipe,956,2015,Novembro,Todas
São Paulo,21583,2015,Novembro,Todas
Tocantins,291,2015,Novembro,Todas
Acre,215,2015,Outubro,Todas
Alagoas,709,2015,Outubro,Todas
Amapá,175,2015,Outubro,Todas
Amazonas,131,2015,Outubro,Todas
Bahia,2870,2015,Outubro,Todas
Ceará,701,2015,Outubro,Todas
Distrito Federal,1188,2015,Outubro,Todas
Espírito Santo,1795,2015,Outubro,Todas
Goiás,2135,2015,Outubro,Todas
Maranhão,175,2015,Outubro,Todas
Mato Grosso,1362,2015,Outubro,Todas
Mato Grosso do Sul,562,2015,Outubro,Todas
Minas Gerais,10238,2015,Outubro,Todas
Paraná,5778,2015,Outubro,Todas
Paraíba,1475,2015,Outubro,Todas
Pará,334,2015,Outubro,Todas
Pernambuco,3543,2015,Outubro,Todas
Piauí,238,2015,Outubro,Todas
Rio Grande do Norte,280,2015,Outubro,Todas
Rio Grande do Sul,3497,2015,Outubro,Todas
Rio de Janeiro,2286,2015,Outubro,Todas
Rondônia,535,2015,Outubro,Todas
Roraima,73,2015,Outubro,Todas
Santa Catarina,2584,2015,Outubro,Todas
Sergipe,852,2015,Outubro,Todas
São Paulo,23193,2015,Outubro,Todas
Tocantins,313,2015,Outubro,Todas
Acre,207,2015,Setembro,Todas
Alagoas,781,2015,Setembro,Todas
Amapá,213,2015,Setembro,Todas
Amazonas,151,2015,Setembro,Todas
Bahia,2757,2015,Setembro,Todas
Ceará,815,2015,Setembro,Todas
Distrito Federal,1093,2015,Setembro,Todas
Espírito Santo,1849,2015,Setembro,Todas
Goiás,1955,2015,Setembro,Todas
Maranhão,126,2015,Setembro,Todas
Mato Grosso,1352,2015,Setembro,Todas
Mato Grosso do Sul,670,2015,Setembro,Todas
Minas Gerais,10279,2015,Setembro,Todas
Paraná,6410,2015,Setembro,Todas
Paraíba,1450,2015,Setembro,Todas
Pará,345,2015,Setembro,Todas
Pernambuco,4323,2015,Setembro,Todas
Piauí,238,2015,Setembro,Todas
Rio Grande do Norte,258,2015,Setembro,Todas
Rio Grande do Sul,3607,2015,Setembro,Todas
Rio de Janeiro,1793,2015,Setembro,Todas
Rondônia,532,2015,Setembro,Todas
Roraima,67,2015,Setembro,Todas
Santa Catarina,2549,2015,Setembro,Todas
Sergipe,873,2015,Setembro,Todas
São Paulo,24425,2015,Setembro,Todas
Tocantins,302,2015,Setembro,Todas
Acre,204,2016,Abril,Todas
Alagoas,1214,2016,Abril,Todas
Amapá,185,2016,Abril,Todas
Amazonas,441,2016,Abril,Todas
Bahia,2877,2016,Abril,Todas
Ceará,2455,2016,Abril,Todas
Distrito Federal,1244,2016,Abril,Todas
Espírito Santo,1910,2016,Abril,Todas
Goiás,2194,2016,Abril,Todas
Maranhão,411,2016,Abril,Todas
Mato Grosso,1251,2016,Abril,Todas
Mato Grosso do Sul,1264,2016,Abril,Todas
Minas Gerais,11199,2016,Abril,Todas
Paraná,6135,2016,Abril,Todas
Paraíba,1759,2016,Abril,Todas
Pará,1153,2016,Abril,Todas
Pernambuco,4778,2016,Abril,Todas
Piauí,538,2016,Abril,Todas
Rio Grande do Norte,620,2016,Abril,Todas
Rio Grande do Sul,3276,2016,Abril,Todas
Rio de Janeiro,3004,2016,Abril,Todas
Rondônia,435,2016,Abril,Todas
Roraima,131,2016,Abril,Todas
Santa Catarina,2416,2016,Abril,Todas
Sergipe,1006,2016,Abril,Todas
São Paulo,25702,2016,Abril,Todas
Tocantins,313,2016,Abril,Todas
Acre,253,2016,Agosto,Todas
Alagoas,1101,2016,Agosto,Todas
Amapá,195,2016,Agosto,Todas
Amazonas,219,2016,Agosto,Todas
Bahia,2786,2016,Agosto,Todas
Ceará,2468,2016,Agosto,Todas
Distrito Federal,1188,2016,Agosto,Todas
Espírito Santo,2066,2016,Agosto,Todas
Goiás,2327,2016,Agosto,Todas
Maranhão,490,2016,Agosto,Todas
Mato Grosso,1408,2016,Agosto,Todas
Mato Grosso do Sul,1254,2016,Agosto,Todas
Minas Gerais,12211,2016,Agosto,Todas
Paraná,7061,2016,Agosto,Todas
Paraíba,1796,2016,Agosto,Todas
Pará,1100,2016,Agosto,Todas
Pernambuco,4589,2016,Agosto,Todas
Piauí,656,2016,Agosto,Todas
Rio Grande do Norte,757,2016,Agosto,Todas
Rio Grande do Sul,4132,2016,Agosto,Todas
Rio de Janeiro,2945,2016,Agosto,Todas
Rondônia,684,2016,Agosto,Todas
Roraima,187,2016,Agosto,Todas
Santa Catarina,3256,2016,Agosto,Todas
Sergipe,1120,2016,Agosto,Todas
São Paulo,27216,2016,Agosto,Todas
Tocantins,370,2016,Agosto,Todas
Acre,265,2016,Dezembro,Todas
Alagoas,910,2016,Dezembro,Todas
Amapá,191,2016,Dezembro,Todas
Amazonas,470,2016,Dezembro,Todas
Bahia,2855,2016,Dezembro,Todas
Ceará,2586,2016,Dezembro,Todas
Distrito Federal,1199,2016,Dezembro,Todas
Espírito Santo,1930,2016,Dezembro,Todas
Goiás,2080,2016,Dezembro,Todas
Maranhão,520,2016,Dezembro,Todas
Mato Grosso,1299,2016,Dezembro,Todas
Mato Grosso do Sul,1135,2016,Dezembro,Todas
Minas Gerais,10475,2016,Dezembro,Todas
Paraná,5468,2016,Dezembro,Todas
Paraíba,1544,2016,Dezembro,Todas
Pará,488,2016,Dezembro,Todas
Pernambuco,4513,2016,Dezembro,Todas
Piauí,592,2016,Dezembro,Todas
Rio Grande do Norte,698,2016,Dezembro,Todas
Rio Grande do Sul,4018,2016,Dezembro,Todas
Rio de Janeiro,3532,2016,Dezembro,Todas
Rondônia,635,2016,Dezembro,Todas
Roraima,139,2016,Dezembro,Todas
Santa Catarina,2665,2016,Dezembro,Todas
Sergipe,1063,2016,Dezembro,Todas
São Paulo,23596,2016,Dezembro,Todas
Tocantins,330,2016,Dezembro,Todas
Acre,186,2016,Fevereiro,Todas
Alagoas,1021,2016,Fevereiro,Todas
Amapá,185,2016,Fevereiro,Todas
Amazonas,149,2016,Fevereiro,Todas
Bahia,3225,2016,Fevereiro,Todas
Ceará,1127,2016,Fevereiro,Todas
Distrito Federal,1106,2016,Fevereiro,Todas
Espírito Santo,1866,2016,Fevereiro,Todas
Goiás,1842,2016,Fevereiro,Todas
Maranhão,333,2016,Fevereiro,Todas
Mato Grosso,1140,2016,Fevereiro,Todas
Mato Grosso do Sul,1161,2016,Fevereiro,Todas
Minas Gerais,10882,2016,Fevereiro,Todas
Paraná,5568,2016,Fevereiro,Todas
Paraíba,1925,2016,Fevereiro,Todas
Pará,989,2016,Fevereiro,Todas
Pernambuco,5275,2016,Fevereiro,Todas
Piauí,588,2016,Fevereiro,Todas
Rio Grande do Norte,572,2016,Fevereiro,Todas
Rio Grande do Sul,3244,2016,Fevereiro,Todas
Rio de Janeiro,2832,2016,Fevereiro,Todas
Rondônia,630,2016,Fevereiro,Todas
Roraima,118,2016,Fevereiro,Todas
Santa Catarina,2527,2016,Fevereiro,Todas
Sergipe,966,2016,Fevereiro,Todas
São Paulo,22713,2016,Fevereiro,Todas
Tocantins,351,2016,Fevereiro,Todas
Acre,169,2016,Janeiro,Todas
Alagoas,976,2016,Janeiro,Todas
Amapá,178,2016,Janeiro,Todas
Amazonas,469,2016,Janeiro,Todas
Bahia,3038,2016,Janeiro,Todas
Ceará,1151,2016,Janeiro,Todas
Distrito Federal,1138,2016,Janeiro,Todas
Espírito Santo,1788,2016,Janeiro,Todas
Goiás,1977,2016,Janeiro,Todas
Maranhão,311,2016,Janeiro,Todas
Mato Grosso,1386,2016,Janeiro,Todas
Mato Grosso do Sul,992,2016,Janeiro,Todas
Minas Gerais,10194,2016,Janeiro,Todas
Paraná,5779,2016,Janeiro,Todas
Paraíba,1817,2016,Janeiro,Todas
Pará,1007,2016,Janeiro,Todas
Pernambuco,4580,2016,Janeiro,Todas
Piauí,617,2016,Janeiro,Todas
Rio Grande do Norte,525,2016,Janeiro,Todas
Rio Grande do Sul,3327,2016,Janeiro,Todas
Rio de Janeiro,3402,2016,Janeiro,Todas
Rondônia,636,2016,Janeiro,Todas
Roraima,82,2016,Janeiro,Todas
Santa Catarina,2707,2016,Janeiro,Todas
Sergipe,944,2016,Janeiro,Todas
São Paulo,23063,2016,Janeiro,Todas
Tocantins,320,2016,Janeiro,Todas
Acre,186,2016,Julho,Todas
Alagoas,1108,2016,Julho,Todas
Amapá,175,2016,Julho,Todas
Amazonas,482,2016,Julho,Todas
Bahia,2537,2016,Julho,Todas
Ceará,2446,2016,Julho,Todas
Distrito Federal,1214,2016,Julho,Todas
Espírito Santo,2057,2016,Julho,Todas
Goiás,2090,2016,Julho,Todas
Maranhão,530,2016,Julho,Todas
Mato Grosso,1140,2016,Julho,Todas
Mato Grosso do Sul,1351,2016,Julho,Todas
Minas Gerais,12083,2016,Julho,Todas
Paraná,6961,2016,Julho,Todas
Paraíba,1558,2016,Julho,Todas
Pará,1015,2016,Julho,Todas
Pernambuco,4618,2016,Julho,Todas
Piauí,563,2016,Julho,Todas
Rio Grande do Norte,700,2016,Julho,Todas
Rio Grande do Sul,3976,2016,Julho,Todas
Rio de Janeiro,3101,2016,Julho,Todas
Rondônia,683,2016,Julho,Todas
Roraima,184,2016,Julho,Todas
Santa Catarina,3214,2016,Julho,Todas
Sergipe,1171,2016,Julho,Todas
São Paulo,26918,2016,Julho,Todas
Tocantins,307,2016,Julho,Todas
Acre,223,2016,Junho,Todas
Alagoas,1094,2016,Junho,Todas
Amapá,223,2016,Junho,Todas
Amazonas,363,2016,Junho,Todas
Bahia,2673,2016,Junho,Todas
Ceará,2559,2016,Junho,Todas
Distrito Federal,1030,2016,Junho,Todas
Espírito Santo,1990,2016,Junho,Todas
Goiás,2121,2016,Junho,Todas
Maranhão,427,2016,Junho,Todas
Mato Grosso,1052,2016,Junho,Todas
Mato Grosso do Sul,1463,2016,Junho,Todas
Minas Gerais,12153,2016,Junho,Todas
Paraná,7376,2016,Junho,Todas
Paraíba,1954,2016,Junho,Todas
Pará,987,2016,Junho,Todas
Pernambuco,4726,2016,Junho,Todas
Piauí,538,2016,Junho,Todas
Rio Grande do Norte,654,2016,Junho,Todas
Rio Grande do Sul,5246,2016,Junho,Todas
Rio de Janeiro,3142,2016,Junho,Todas
Rondônia,516,2016,Junho,Todas
Roraima,168,2016,Junho,Todas
Santa Catarina,3132,2016,Junho,Todas
Sergipe,1018,2016,Junho,Todas
São Paulo,28873,2016,Junho,Todas
Tocantins,376,2016,Junho,Todas
Acre,186,2016,Maio,Todas
Alagoas,1074,2016,Maio,Todas
Amapá,205,2016,Maio,Todas
Amazonas,122,2016,Maio,Todas
Bahia,2615,2016,Maio,Todas
Ceará,2513,2016,Maio,Todas
Distrito Federal,1199,2016,Maio,Todas
Espírito Santo,2076,2016,Maio,Todas
Goiás,2191,2016,Maio,Todas
Maranhão,372,2016,Maio,Todas
Mato Grosso,1166,2016,Maio,Todas
